track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key_x,mode_x,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,days_since_release,streams_per_day,artist_dominance,mbid,artist_mb,artist_lastfm,country_mb,country_lastfm,tags_mb,tags_lastfm,listeners_lastfm,scrobbles_lastfm,ambiguous_artist,instance_id,artist_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key_y,liveness,loudness,mode_y,speechiness,tempo,obtained_date,valence,music_genre
San Lucas,Kevin Kaarl,1,2019,11,7,407,1,244891912.0,5,0,5,0,0,92,G,Major,58,27,36,86,0,9,3,1346,181940.499257058,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2022,5,6,1492,0,132171975.0,26,2,15,0,2,144,E,Major,47,7,50,32,0,7,4,435,303843.6206896552,34,20244d07-534f-4eff-b4d4-930878889970,Taylor Swift,Taylor Swift,United States,United States,pop; country; electropop; female vocals; dance-pop; pop rock; country pop; contemporary country; teen pop; top 40; country-pop; taylor-swift; singer/songwriter; fixme label mess; hp,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; Love; 00s; contemporary country; USA; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; Awesome; sweet; synthpop; Favorite; Female country; legend; talented; love story; 2000s; lovely,2203262.0,171760219.0,False,,,,,,,,,,,,,,,,,
Good Looking,Suki Waterhouse,1,2017,10,20,2264,0,184706613.0,11,6,25,0,1,150,E,Major,37,27,56,8,0,13,3,2094,88207.55157593123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flowers,Lauren Spencer Smith,1,2021,8,9,801,0,184826429.0,42,9,24,1,1,138,D#,Major,70,31,44,84,0,9,39,705,262165.1475177305,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yet To Come,BTS,1,2022,6,10,829,0,302006641.0,32,110,26,0,0,172,C#,Major,56,68,89,4,0,33,19,400,755016.6025,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Run BTS,BTS,1,2022,6,10,736,0,330881149.0,5,132,17,0,3,77,G#,Major,72,70,82,2,0,4,17,400,827202.8725,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572.0,80,11,66,0,1,107,B,Major,72,36,72,26,6,11,4,421,795091.619952494,17,7eb1ce54-a355-41f9-8d68-e018b096d427,Harry Styles,Harry Styles,United Kingdom,,rock,,288138.0,7911278.0,False,,,,,,,,,,,,,,,,,
Matilda,Harry Styles,1,2022,5,20,3218,3,366214458.0,29,10,79,0,0,114,D,Major,51,39,29,90,0,10,4,421,869868.0712589073,17,7eb1ce54-a355-41f9-8d68-e018b096d427,Harry Styles,Harry Styles,United Kingdom,,rock,,288138.0,7911278.0,False,,,,,,,,,,,,,,,,,
For Youth,BTS,1,2022,6,10,327,0,114546317.0,5,40,12,0,0,117,D,Major,63,29,51,43,0,25,4,400,286365.7925,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daylight,Harry Styles,1,2022,5,20,2775,0,290833204.0,21,11,40,0,0,146,,Major,69,63,45,48,0,18,4,421,690815.2114014252,17,7eb1ce54-a355-41f9-8d68-e018b096d427,Harry Styles,Harry Styles,United Kingdom,,rock,,288138.0,7911278.0,False,,,,,,,,,,,,,,,,,
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,0,448500832.0,79,13,93,0,17,160,G#,Minor,80,74,60,8,0,14,26,435,1031036.3954022988,6,5df62a88-cac9-490a-b62c-c7c88f4020f4,Doja Cat,Doja Cat,,United States,,pop; rnb; rap; alternative; female vocalists; Dope; r&b; Hip-Hop; hip hop; USA; american; electronic; indie pop; internet; r and b; f; pop rap; 10s; 2010s; us; high; United States; bass music; Hell Yeah; Acid Trip; musical journey to the ends of time; list-en; seapunk hip hop; party city; dogs and cats,99950.0,1555095.0,False,,,,,,,,,,,,,,,,,
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,136676504.0,34,0,29,0,0,120,G,Major,88,15,56,1,0,8,6,400,341691.26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,0,190625045.0,73,45,119,0,0,100,B,Minor,82,76,70,16,0,8,5,414,460446.9685990338,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Born Singer,BTS,1,2022,6,10,279,0,79095270.0,0,18,6,0,0,158,G#,Minor,60,68,84,4,0,24,11,400,197738.175,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684.0,20,3,39,0,0,142,D#,Major,56,40,54,72,0,10,4,421,648918.4893111639,17,7eb1ce54-a355-41f9-8d68-e018b096d427,Harry Styles,Harry Styles,United Kingdom,,rock,,288138.0,7911278.0,False,,,,,,,,,,,,,,,,,
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,3,333146475.0,36,1,31,0,1,170,A,Minor,80,77,85,11,0,17,14,421,791321.7933491686,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,0,194902696.0,23,1,44,1,0,84,F,Minor,71,39,86,2,0,51,25,414,470779.4589371981,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satellite,Harry Styles,1,2022,5,20,3291,5,311482393.0,43,28,79,0,208,139,,Major,58,30,46,14,0,9,3,421,739863.1662707839,17,7eb1ce54-a355-41f9-8d68-e018b096d427,Harry Styles,Harry Styles,United Kingdom,,rock,,288138.0,7911278.0,False,,,,,,,,,,,,,,,,,
Pass The Dutchie,Musical Youth,1,1982,1,1,5328,0,195918494.0,54,76,900,0,0,151,G,Major,73,88,67,20,0,32,5,15170,12914.864469347396,1,1a3e7a10-72ed-4591-a363-c1e3bc92fc09,Musical Youth,Musical Youth,United Kingdom,Canada; Jamaica; Spain; United Kingdom,british; uk; english; birmingham; classic pop and rock,reggae; 80s; pop; british; reggae-pop; new wave; UK; ska; dancehall; male vocalists; birmingham; 80s Pop; musical youth; chillout; soul; rocksteady; spotify; Soundtrack; classic rock; metal; spanish; electronic; electronica; seen live; indie; jazz; rock; punk; alternative; alternative rock; dub; Progressive rock; dance; canada; Love; epic; acoustic; dance-pop; world; funk; latin; blues; Canadian; Awesome; bebop; england; Progressive; oldies; punk rock; roots; rnb; mysterious; Southern Rock; 80's; 00s; proto-punk; 5 Stars; jamaica; newwave; sweet; music in movies; 10s; favs; United Kingdom; everything; Classic Blues; All; treble; Some bands I like; The British are coming; dance hall; Pop Life; done; donna summer; dancehall reggae; redhalo radio; rootsreggae; high pitched voice; youngstar; LITTLE STAR; non the artists; reggaepop; pop-reggae; when I was young; Hardy; mefavor; grammy nominee; ds seen live; midlands uk; one day fly; Need to Rate; NietVaakGenoegGespeeld; under 400000 plays; 80s reggae; artist - Musical Youth; groupe reggae; stupid flanders; virginislandreggae; KamerN213; under 200000 listeners,148426.0,577815.0,False,,,,,,,,,,,,,,,,,
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,0,248511839.0,26,16,17,0,1,128,C#,Minor,82,42,75,6,0,63,6,402,618188.6542288557,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263.0,13,2,31,0,0,118,G,Major,56,20,54,67,0,6,5,421,555038.6294536818,17,7eb1ce54-a355-41f9-8d68-e018b096d427,Harry Styles,Harry Styles,United Kingdom,,rock,,288138.0,7911278.0,False,,,,,,,,,,,,,,,,,
Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884.0,7,1,15,0,0,183,F,Major,65,88,72,36,14,20,3,421,474080.4845605701,17,7eb1ce54-a355-41f9-8d68-e018b096d427,Harry Styles,Harry Styles,United Kingdom,,rock,,288138.0,7911278.0,False,,,,,,,,,,,,,,,,,
So Good,Halsey,1,2022,6,9,1057,0,91781263.0,51,14,19,0,0,83,D#,Minor,63,29,62,4,0,18,4,401,228880.95511221944,1,3377f3bb-60fc-4403-aea9-7e800612e060,Halsey,Halsey,United States,,synth-pop; electropop; indie pop,,564334.0,26460577.0,False,,,,,,,,,,,,,,,,,
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13,383835984.0,109,38,301,1,33,122,C#,Major,85,42,80,6,0,17,14,512,749679.65625,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709.0,8,1,18,0,0,165,A,Major,72,90,48,32,0,18,23,421,560714.2731591449,17,7eb1ce54-a355-41f9-8d68-e018b096d427,Harry Styles,Harry Styles,United Kingdom,,rock,,288138.0,7911278.0,False,,,,,,,,,,,,,,,,,
Cinema,Harry Styles,1,2022,5,20,2171,0,189236868.0,18,1,28,0,0,106,A,Minor,83,90,64,35,5,9,4,421,449493.7482185273,17,7eb1ce54-a355-41f9-8d68-e018b096d427,Harry Styles,Harry Styles,United Kingdom,,rock,,288138.0,7911278.0,False,,,,,,,,,,,,,,,,,
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,0,160845341.0,19,0,15,0,0,77,B,Major,81,68,58,83,0,11,34,416,386647.4543269231,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,588955257.0,90,22,365,0,114,91,G#,Major,57,30,89,10,0,33,8,3482,169142.8078690408,1,f23f6dd0-bfb0-43d5-bf06-eae4315db502,Paloma Faith,Paloma Faith,United Kingdom,United Kingdom,,soul; female vocalists; british; pop; alternative; seen live; jazz; indie; female vocalist; 00s; Paloma Faith; singer-songwriter; blues; indie pop; alternative pop; rock; UK; soft rock; england; english; indie rock; london; jazzy; pop soul; lounge; female; funk; Retro; female vocal; Neo Soul; Neo-Soul; United Kingdom; spotify; retro soul; female singles; soulfuljazzalicious,554803.0,10585716.0,False,,,,,,,,,,,,,,,,,
Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348.0,63,8,270,2,105,148,G,Major,51,21,63,5,0,41,3,438,544178.8767123288,2,650e7db6-b795-4eb5-a702-5ea2fc46c848,Lady Gaga,Lady Gaga,United States,United States,electronic; synthpop; pop; american; usa; electropop; américain; dance-pop; pop rock; united states; the fame; gata rahe mera dil; edge of glory,pop; dance; electronic; female vocalists; female vocalist; Lady Gaga; electropop; seen live; american; gaga; singer-songwriter; sexy; diva; glam; 00s; dance-pop; electronica; synthpop; legend; dance pop; electro; guilty pleasure; rock; Disco; female; party; poker face; hot; USA; mother monster; new york; club; gay; queen of pop; Queen; amazing; <3; bitch; Love; LADY; techno; alternative; rnb; monster; catchy; icon,3820581.0,285469647.0,False,,,,,,,,,,,,,,,,,
Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102.0,15,1,23,0,0,114,E,Minor,71,90,81,31,2,13,3,421,445850.5985748218,17,7eb1ce54-a355-41f9-8d68-e018b096d427,Harry Styles,Harry Styles,United Kingdom,,rock,,288138.0,7911278.0,False,,,,,,,,,,,,,,,,,
Numb,"Marshmello, Khalid",2,2022,6,10,3879,2,295307001.0,107,76,86,1,9,120,,Minor,91,63,77,12,1,10,5,400,738267.5025,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,896,0,138334433.0,0,0,2,0,0,92,F#,Major,83,56,82,10,0,9,5,408,339054.98284313723,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0,445590495.0,33,60,107,1,0,118,F,Major,56,25,45,1,3,7,3,2438,182768.8658736669,1,7fb57fba-a6ef-44c2-abab-2fa3bdee607e,Childish Gambino,Childish Gambino,United States,United States,rap; hip hop; hiphop; r&b; pbr&b,Hip-Hop; rap; seen live; indie; underground hip-hop; hip hop; american; funk; rnb; alternative hip-hop; soul; underground hip hop; alternative; alternative hip hop; donald glover; childish gambino; experimental; alternative rap; pop; electronic; pop rap; swag; hipster rap; USA; psychedelic; indie rap; Psychedelic Soul; Dope; comedy; nerdcore; underground; hipster; hipster hop; gambino; dance; underground rap; California; male vocalists; experimental hip-hop; seen live x2; west coast hip-hop; derrick comedy,928843.0,50698684.0,False,,,,,,,,,,,,,,,,,
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286739476.0,139,73,142,0,5,123,E,Minor,60,46,71,3,0,16,4,484,592436.9338842975,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376.0,38,79,65,0,1,89,D#,Major,52,28,48,54,1,19,3,1767,635180.7447651386,3,74922d42-c3ec-4f7d-8a24-20da6eda6ba6,Joji,,United States,,,,,,False,78766.0,Joji,81.0,0.544,0.515,209274.0,0.479,0.00598,D#,0.191,-7.457999999999999,Major,0.0261,?,4-Apr,0.284,Alternative
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376.0,38,79,65,0,1,89,D#,Major,52,28,48,54,1,19,3,1767,635180.7447651386,3,fa8bf53c-89d7-4753-9e1d-e4372740dbb7,Joji,,,,,,,,False,78766.0,Joji,81.0,0.544,0.515,209274.0,0.479,0.00598,D#,0.191,-7.457999999999999,Major,0.0261,?,4-Apr,0.284,Alternative
Antes de Perderte,Duki,1,2022,6,2,584,8,157136970.0,12,1,8,0,1,110,F,Minor,81,61,93,49,0,12,11,408,385139.6323529412,2,44869536-0262-4f22-9c23-b4821c13cd97,Duki,Duki,,,,,9992.0,186590.0,False,,,,,,,,,,,,,,,,,
Boyfriends,Harry Styles,1,2022,5,20,1517,0,137070925.0,26,2,30,0,0,118,,Major,42,32,20,94,0,11,4,421,325584.14489311166,17,7eb1ce54-a355-41f9-8d68-e018b096d427,Harry Styles,Harry Styles,United Kingdom,,rock,,288138.0,7911278.0,False,,,,,,,,,,,,,,,,,
295,Sidhu Moose Wala,1,2021,5,15,246,4,183273246.0,4,106,0,0,7,90,B,Minor,68,54,76,21,0,11,20,791,231698.1618204804,1,119a6864-622b-4e6c-8aab-a422080530c6,Sidhu Moose Wala,Sidhu Moose Wala,India,,,,1032.0,16444.0,False,,,,,,,,,,,,,,,,,
Tak Ingin Usai,Keisya Levronka,1,2022,5,13,220,4,184807630.0,16,5,0,0,6,130,,Major,49,14,40,82,0,11,3,428,431793.5280373832,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,164856284.0,5,36,1,0,0,154,F#,Minor,70,97,62,47,0,10,4,428,385178.2336448598,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,0,704171068.0,112,198,406,1,0,105,E,Minor,54,59,83,0,44,20,4,13648,51595.18376318875,1,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,Metallica,United States,United States,rock; 80s; heavy metal; 90s; thrash metal; metal; american; seen live; band; hard rock; usa; trash; américain; thrash; symphonic metal; alternative metal; speed metal; california; los angeles; crap; bay area; trash metal; 80s thrash metal; douchebag metal; american thrash metal; rock and indie; metallica; classic metal; 80s metal; classic thrash metal; 90s metal; 80's; 90's; hard'n'heavy; lame; a filk artist; the unforgiving; stopped being good after '97; stopped being good after '88; pompous asses,thrash metal; metal; heavy metal; hard rock; rock; seen live; metallica; speed metal; classic rock; american; thrash; 80s; trash metal; 90s; emo; USA; alternative; classic metal; Progressive metal; alternative rock; heavy; legends; Power metal,2894382.0,281172228.0,False,,,,,,,,,,,,,,,,,
BREAK MY SOUL,Beyoncï¿,1,2022,6,21,9724,0,354614964.0,222,61,259,14,2,115,C#,Minor,70,87,88,4,0,26,8,389,911606.59125964,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,279717388.0,37,2,38,2,0,110,C#,Major,91,59,82,8,0,6,8,394,709942.6091370558,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massive,Drake,1,2022,6,17,5263,0,195628667.0,66,89,61,0,11,125,E,Minor,51,5,68,12,2,15,6,393,497782.8676844784,4,9fff2f8a-21e6-47de-a2b8-7f449929d43f,Drake,Drake,Canada,Canada,hip hop; pop rap; rapper; contemporary r&b; alternative r&b; trap rap; rap us; hardcore hip; cotm candidate,Hip-Hop; rap; rnb; hip hop; Canadian; Drake; seen live; r&b; pop; young money; male vocalists; canada; indie; toronto; drizzy; pop rap; Lil Wayne; soul; sexy; alternative rap; Degrassi; hiphop; Kanye West; alternative hip-hop; Hip Hop/Rap; contemporary rnb; alternative rnb; urban; lyrical; swag; trey songz; chill; 00s; 10s; YMCMB,3379644.0,140245379.0,False,,,,,,,,,,,,,,,,,
Massive,Drake,1,2022,6,17,5263,0,195628667.0,66,89,61,0,11,125,E,Minor,51,5,68,12,2,15,6,393,497782.8676844784,4,131f2976-f781-48df-9aab-71531b4fa0b4,Drake,,Chile,,,,,,False,,,,,,,,,,,,,,,,,
Massive,Drake,1,2022,6,17,5263,0,195628667.0,66,89,61,0,11,125,E,Minor,51,5,68,12,2,15,6,393,497782.8676844784,4,b49b81cc-d5b7-4bdd-aadb-385df8de69a6,Drake,,Poland,Canada,not that drake,,,,False,,,,,,,,,,,,,,,,,
Massive,Drake,1,2022,6,17,5263,0,195628667.0,66,89,61,0,11,125,E,Minor,51,5,68,12,2,15,6,393,497782.8676844784,4,7cf5af7a-afa0-4dca-9473-a13508c64e9d,Drake,,,Canada,trust issues,,,,False,,,,,,,,,,,,,,,,,
Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937.0,45,2,26,0,1,102,C#,Major,73,62,75,0,0,34,8,400,554382.3425,1,20b034b2-35a1-40be-908f-22d1b5681572,Yung Gravy,,,,,,,,False,,,,,,,,,,,,,,,,,
Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370.0,26,18,15,1,4,120,G#,Minor,81,72,65,4,0,14,4,524,502443.4541984733,1,0df4bb38-c4ab-4963-803d-b5bed60a0045,Lasso,Lasso,Switzerland,Venezuela,,venezuela; pop rock; psychedelic; western; venezuelan; lasso; indie; rock; country; Lo-Fi; americana; weird; psychedelic folk; rock en español; rock nacional; Schweiz; Caracas; All; primitive; big brother schweiz; dialect music; mundart musik; kalamazoo; ccs; vzla,4522.0,57866.0,True,,,,,,,,,,,,,,,,,
Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370.0,26,18,15,1,4,120,G#,Minor,81,72,65,4,0,14,4,524,502443.4541984733,1,feb0a14b-63c9-43f9-958b-148488c79f23,Lasso,Lasso,,Venezuela,,venezuela; pop rock; psychedelic; western; venezuelan; lasso; indie; rock; country; Lo-Fi; americana; weird; psychedelic folk; rock en español; rock nacional; Schweiz; Caracas; All; primitive; big brother schweiz; dialect music; mundart musik; kalamazoo; ccs; vzla,4522.0,57866.0,True,,,,,,,,,,,,,,,,,
Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370.0,26,18,15,1,4,120,G#,Minor,81,72,65,4,0,14,4,524,502443.4541984733,1,26ebb443-9b9a-488c-8406-5db22ddf3519,Lasso,,Burkina Faso,,,,,,False,,,,,,,,,,,,,,,,,
Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370.0,26,18,15,1,4,120,G#,Minor,81,72,65,4,0,14,4,524,502443.4541984733,1,b63b7ae9-c31c-431f-b43d-655c7f2cd4a0,Lasso,,Norway,,,,,,False,,,,,,,,,,,,,,,,,
POP!,Nayeon,1,2022,6,24,571,0,213505179.0,19,21,14,0,2,97,D,Major,80,36,86,4,0,3,5,386,553122.2253886011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Layla,"Schï¿½ï¿½rze, DJ R",2,2022,3,24,832,3,130419412.0,18,124,24,1,0,140,F,Minor,44,41,92,0,0,44,7,478,272843.95815899584,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORE,j-hope,1,2022,7,1,565,0,155795783.0,6,52,11,0,0,97,D,Major,78,31,72,1,0,11,4,379,411070.6675461741,1,b3977da4-f899-4328-921b-ecc599a5618a,j-hope,,South Korea,,,,,,False,,,,,,,,,,,,,,,,,
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987.0,228,151,"6,720",3,99,125,F#,Major,45,67,90,9,11,10,5,13344,116419.21365407674,1,,,,,,,,,,,70495.0,Guns N' Roses,75.0,0.141,0.449,356400.0,0.901,0.0675,F#,0.128,-7.711,Major,0.0526,125.148,4-Apr,0.696,Rock
Last Last,Burna Boy,1,2022,5,12,4526,12,293466523.0,156,275,150,3,128,88,D#,Minor,80,55,56,13,0,8,9,429,684071.1491841492,2,78a19169-ac75-4868-b504-7e2e073118e0,Burna Boy,Burna Boy,Nigeria,,,,26454.0,225761.0,False,,,,,,,,,,,,,,,,,
SNAP,Rosa Linn,1,2022,3,19,1818,0,711366595.0,3,0,63,0,353,170,,Major,56,52,64,11,0,45,7,483,1472808.685300207,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sticky,Drake,1,2022,6,17,2814,0,191448892.0,38,105,25,0,2,137,A#,Minor,88,8,49,9,0,9,14,393,487147.3078880407,4,9fff2f8a-21e6-47de-a2b8-7f449929d43f,Drake,Drake,Canada,Canada,hip hop; pop rap; rapper; contemporary r&b; alternative r&b; trap rap; rap us; hardcore hip; cotm candidate,Hip-Hop; rap; rnb; hip hop; Canadian; Drake; seen live; r&b; pop; young money; male vocalists; canada; indie; toronto; drizzy; pop rap; Lil Wayne; soul; sexy; alternative rap; Degrassi; hiphop; Kanye West; alternative hip-hop; Hip Hop/Rap; contemporary rnb; alternative rnb; urban; lyrical; swag; trey songz; chill; 00s; 10s; YMCMB,3379644.0,140245379.0,False,,,,,,,,,,,,,,,,,
Sticky,Drake,1,2022,6,17,2814,0,191448892.0,38,105,25,0,2,137,A#,Minor,88,8,49,9,0,9,14,393,487147.3078880407,4,131f2976-f781-48df-9aab-71531b4fa0b4,Drake,,Chile,,,,,,False,,,,,,,,,,,,,,,,,
Sticky,Drake,1,2022,6,17,2814,0,191448892.0,38,105,25,0,2,137,A#,Minor,88,8,49,9,0,9,14,393,487147.3078880407,4,b49b81cc-d5b7-4bdd-aadb-385df8de69a6,Drake,,Poland,Canada,not that drake,,,,False,,,,,,,,,,,,,,,,,
Sticky,Drake,1,2022,6,17,2814,0,191448892.0,38,105,25,0,2,137,A#,Minor,88,8,49,9,0,9,14,393,487147.3078880407,4,7cf5af7a-afa0-4dca-9473-a13508c64e9d,Drake,,,Canada,trust issues,,,,False,,,,,,,,,,,,,,,,,
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,85924992.0,11,0,2,0,0,157,A,Major,88,52,69,0,0,8,23,379,226715.018469657,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,4,176103902.0,28,0,54,0,0,130,F#,Major,95,83,57,54,0,10,25,407,432687.7199017199,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Loto,"Anitta, Tini, Becky G",3,2022,7,6,945,0,121189256.0,49,3,57,0,0,90,C#,Major,85,80,83,10,0,8,11,374,324035.4438502674,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
die first,Nessa Barrett,1,2022,6,24,767,0,131746175.0,25,0,22,0,0,183,G#,Minor,44,44,67,7,0,12,13,386,341311.3341968912,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012.0,129,55,128,0,101,128,C#,Major,58,68,91,2,0,27,11,439,557608.2277904327,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,685,2,129314708.0,17,0,24,0,30,130,D#,Minor,71,78,40,46,0,7,45,400,323286.77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
cï¿½ï¿½mo dormi,Rels B,1,2022,8,4,1452,35,331511413.0,16,15,20,0,0,126,C#,Major,63,56,43,24,0,12,23,345,960902.6463768115,1,c1a3132a-c23e-4283-8f9a-4080dc52a177,Rels B,Rels B,,,,,9095.0,222402.0,False,,,,,,,,,,,,,,,,,
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1456,0,219196651.0,53,2,33,0,0,120,,Major,77,94,87,2,0,23,12,344,637199.5668604651,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,170732845.0,51,1,50,0,0,130,E,Minor,72,18,46,7,0,28,8,344,496316.4098837209,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caile,Luar La L,1,2020,12,18,1494,2,273914335.0,17,12,15,0,0,122,,Major,70,46,76,30,0,9,45,939,291708.55697550584,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Si Te La Encuentras Por Ahï¿,Feid,1,2022,8,5,1379,4,179061440.0,23,10,18,0,0,172,G#,Minor,74,46,58,15,0,13,8,344,520527.4418604651,8,eaee97f6-f2e4-414a-966c-f31a1fb4696a,Feid,Feid,Colombia,,reggaeton; latin urban,,12161.0,75471.0,False,,,,,,,,,,,,,,,,,
GIVENCHY,Duki,1,2022,7,20,625,4,185236961.0,13,18,12,0,0,103,G#,Major,61,38,62,14,0,23,40,360,514547.1138888889,2,44869536-0262-4f22-9c23-b4821c13cd97,Duki,Duki,,,,,9992.0,186590.0,False,,,,,,,,,,,,,,,,,
ALIEN SUPERSTAR,Beyoncï¿,1,2022,7,29,2688,0,171788484.0,39,47,36,0,0,122,A#,Minor,55,46,64,0,0,17,10,351,489425.8803418803,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
