,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,Major,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,A,A#,B,C#,D,D#,E,F,F#,G,G#
189,1,2022,12,2,2321,36,345031710.0,29,65,34,5,3,96,0,74,61,83,11,0,35,6,0,0,0,0,0,0,0,0,0,0,1
190,2,2022,12,1,536,10,288101651.0,10,72,8,3,14,149,1,66,85,60,40,0,14,13,0,0,0,0,0,0,0,0,0,0,1
191,2,2023,5,26,359,2,60350538.0,1,0,9,0,0,110,0,66,32,40,81,0,11,3,0,0,0,0,0,0,0,0,1,0,0
192,1,2022,11,30,4096,6,335074782.0,118,48,143,0,240,105,1,95,62,52,3,0,5,16,0,0,0,0,0,0,0,0,1,0,0
193,1,2023,5,22,349,69,76767396.0,8,96,5,0,56,105,1,80,69,78,28,0,11,14,0,0,0,1,0,0,0,0,0,0,0
194,2,2023,5,26,381,5,46065667.0,23,82,6,0,113,134,1,76,61,58,6,0,16,3,0,0,1,0,0,0,0,0,0,0,0
195,1,2022,7,8,2461,36,459276435.0,47,66,45,5,6,170,0,71,59,56,4,0,27,12,0,0,0,0,0,0,1,0,0,0,0
196,2,2023,6,2,277,1,39666245.0,1,20,5,0,1,81,1,59,26,60,46,1,25,13,0,0,0,0,0,0,0,0,1,0,0
197,2,2023,3,1,967,5,138517666.0,7,29,51,1,29,154,1,63,75,92,31,0,91,5,0,0,0,0,0,0,0,0,1,0,0
198,1,2022,6,29,8186,12,822633917.0,155,72,131,16,29,169,1,69,69,51,63,0,38,4,0,0,0,1,0,0,0,0,0,0,0
199,1,2022,7,29,7842,10,595900742.0,215,88,330,26,23,115,1,78,64,69,4,0,7,14,0,0,0,0,0,0,0,0,0,1,0
200,2,2023,6,5,215,6,51985779.0,6,14,8,2,4,84,0,43,14,74,1,0,19,8,1,0,0,0,0,0,0,0,0,0,0
201,2,2023,5,18,1134,22,57945987.0,39,14,48,2,3,93,1,79,58,62,11,0,11,23,0,0,0,0,0,0,0,0,0,0,1
202,2,2023,4,21,1305,34,115010040.0,29,26,43,5,44,91,1,82,47,62,10,0,10,15,0,0,0,0,0,0,0,0,0,1,0
203,1,2023,4,7,2066,6,175097833.0,58,70,43,0,182,142,0,82,54,44,6,0,33,7,0,1,0,0,0,0,0,0,0,0,0
204,2,2023,5,19,896,0,57089066.0,34,2,33,0,1,126,1,78,20,70,1,0,16,4,0,0,0,1,0,0,0,0,0,0,0
205,1,2022,10,21,3763,8,488386797.0,51,43,38,10,1,97,1,73,10,44,26,0,16,8,0,1,0,0,0,0,0,0,0,0,0
206,5,2023,6,2,197,0,32761689.0,3,10,3,0,0,101,1,92,59,51,41,51,26,8,0,0,0,0,0,0,0,1,0,0,0
207,1,2022,5,6,4004,33,1047480053.0,34,65,43,6,2,98,0,80,23,48,14,0,6,5,0,0,0,0,0,0,0,0,0,1,0
208,1,2023,1,27,984,5,153454328.0,8,57,76,2,49,154,1,59,63,89,18,0,80,9,0,0,0,0,0,0,0,0,1,0,0
209,1,2023,2,14,1240,24,217672943.0,51,29,63,4,54,120,1,91,63,58,52,0,31,22,1,0,0,0,0,0,0,0,0,0,0
210,1,2022,10,17,3995,13,457184829.0,72,27,47,0,0,150,1,49,4,55,7,0,6,3,0,0,1,0,0,0,0,0,0,0,0
211,1,2021,9,1,4427,4,726434358.0,69,100,154,20,438,202,1,34,25,51,69,0,18,4,0,1,0,0,0,0,0,0,0,0,0
212,2,2022,11,4,4657,18,573633020.0,84,84,42,0,23,153,0,56,42,52,5,0,36,24,0,0,1,0,0,0,0,0,0,0,0
213,1,2021,10,14,10195,20,1406111294.0,258,87,657,22,9,142,1,60,13,37,58,0,13,3,0,0,0,0,0,0,0,1,0,0,0
214,2,2023,5,11,269,4,71573339.0,7,2,30,1,11,108,0,84,55,47,26,0,20,64,1,0,0,0,0,0,0,0,0,0,0
215,2,2023,6,2,214,0,24975653.0,3,3,6,0,0,143,1,83,25,69,4,0,23,12,0,0,1,0,0,0,0,0,0,0,0
216,1,2023,2,14,845,2,145458418.0,12,57,47,1,33,108,1,67,55,67,60,0,80,5,0,0,0,0,1,0,0,0,0,0,0
217,1,2000,1,1,20763,27,1424589568.0,81,53,3271,1,17,104,0,95,78,66,3,0,4,6,0,0,0,0,0,0,0,1,0,0,0
218,3,2022,12,16,1267,20,231332117.0,41,22,56,4,84,93,0,84,96,79,43,0,18,11,0,0,0,0,0,0,0,0,1,0,0
219,1,2021,12,10,2585,32,415932686.0,3,79,21,1,54,105,0,65,46,53,16,0,9,5,0,0,0,0,0,0,0,0,1,0,0
220,1,2022,6,10,6330,6,988515741.0,109,42,158,3,31,170,1,44,27,32,89,0,14,5,0,0,0,0,0,0,0,0,0,0,1
221,3,2023,5,4,675,1,50847624.0,9,13,11,0,1,178,0,62,56,66,18,0,12,5,0,0,0,1,0,0,0,0,0,0,0
222,1,2023,5,5,715,0,39893489.0,37,3,27,0,50,176,0,50,44,76,10,0,32,5,0,0,0,0,0,0,0,0,1,0,0
223,2,2023,5,1,327,13,92035115.0,14,110,9,0,49,104,0,80,38,88,11,0,11,5,0,0,0,0,0,0,1,0,0,0,0
224,1,2023,4,21,244,12,118810253.0,6,84,10,2,9,85,1,70,83,84,31,0,47,30,0,0,0,0,0,0,0,0,0,1,0
225,2,2023,4,30,385,4,77233241.0,17,7,41,1,29,117,0,77,69,58,39,0,26,5,0,0,0,0,0,0,0,0,1,0,0
226,1,2023,4,7,1730,3,117747907.0,46,5,51,0,20,98,1,44,36,41,50,0,38,5,0,0,0,0,0,0,0,1,0,0,0
227,2,2023,2,2,2127,33,266624541.0,45,80,53,8,4,178,0,79,58,78,34,0,11,25,0,0,0,1,0,0,0,0,0,0,0
228,1,2022,4,8,3242,9,293186992.0,67,55,48,0,6,148,1,51,27,33,48,0,22,3,1,0,0,0,0,0,0,0,0,0,0
229,1,2023,2,24,526,10,139681964.0,15,93,30,0,320,120,1,77,94,66,65,0,38,3,0,0,0,0,1,0,0,0,0,0,0
230,1,2023,4,10,366,15,123132751.0,16,102,7,0,55,122,0,68,38,88,1,0,8,5,0,0,0,0,0,0,1,0,0,0,0
231,1,1997,1,1,472,2,103762518.0,0,0,6,0,0,144,1,74,75,73,42,0,9,4,0,0,0,0,0,0,0,1,0,0,0
232,2,2023,3,4,432,12,162887075.0,8,14,12,2,33,96,1,93,47,47,33,0,10,36,0,0,0,0,1,0,0,0,0,0,0
233,1,2023,4,24,271,12,91221625.0,16,103,9,0,55,137,1,77,35,88,16,0,17,9,0,0,0,0,0,0,0,0,0,0,1
234,1,2022,4,22,816,4,190490915.0,21,4,13,0,4,121,0,94,71,61,12,0,53,42,0,0,0,0,0,0,0,0,1,0,0
235,2,2023,4,21,1169,0,96180277.0,36,65,28,0,0,119,0,60,10,57,1,0,50,3,1,0,0,0,0,0,0,0,0,0,0
236,1,2019,8,23,1282,6,185240616.0,26,6,19,0,5,96,1,72,40,47,71,0,13,4,0,0,0,0,1,0,0,0,0,0,0
237,1,2022,4,21,6587,34,885093467.0,114,104,147,11,20,111,1,87,53,52,66,1,11,5,0,0,0,1,0,0,0,0,0,0,0
238,2,2023,4,14,1444,4,104992946.0,0,0,0,0,0,148,1,90,74,68,14,0,10,19,1,0,0,0,0,0,0,0,0,0,0
239,2,2023,2,3,356,10,147290338.0,4,64,4,2,37,182,1,57,80,59,8,0,6,5,1,0,0,0,0,0,0,0,0,0,0
240,2,2022,12,30,265,6,158950978.0,8,84,5,1,4,145,0,76,80,81,19,0,6,9,0,0,0,0,0,0,1,0,0,0,0
241,2,2023,4,25,351,9,76910644.0,16,90,10,0,64,110,0,76,26,70,1,0,41,6,0,0,1,0,0,0,0,0,0,0,0
242,1,2022,8,16,158,4,137123880.0,5,6,1,1,18,134,1,70,35,41,41,0,10,3,0,0,0,0,0,0,0,0,0,1,0
243,1,2022,7,28,7613,33,782369383.0,180,90,422,15,55,130,1,92,78,62,18,0,6,10,0,0,0,0,0,0,0,0,0,1,0
244,1,2022,10,21,3956,6,502574952.0,142,23,127,3,16,145,1,84,88,53,35,0,8,7,0,1,0,0,0,0,0,0,0,0,0
245,3,2023,2,5,1638,10,207033255.0,0,0,21,0,0,130,0,69,36,90,1,10,15,4,0,0,1,0,0,0,0,0,0,0,0
246,1,2022,11,4,1985,35,381161027.0,34,26,37,5,1,92,0,75,55,76,25,0,10,15,0,0,1,0,0,0,0,0,0,0,0
247,1,2014,6,5,6339,13,466231982.0,3,1,36,1,37,105,0,56,57,87,0,1,10,4,0,0,0,0,0,0,0,1,0,0,0
248,1,2021,11,25,1561,24,357580552.0,18,78,24,0,30,175,0,59,15,64,43,90,12,10,0,0,0,0,0,0,0,0,0,1,0
249,2,2023,4,27,875,4,61105704.0,17,13,27,0,43,120,0,80,33,70,22,0,9,4,0,0,0,0,0,0,0,0,0,1,0
250,2,2022,12,24,406,5,198275403.0,3,31,2,1,0,139,0,70,77,48,37,0,12,5,0,0,0,0,0,1,0,0,0,0,0
251,2,2018,3,29,4188,15,705469769.0,30,70,142,0,27,114,1,32,17,74,14,0,17,3,0,1,0,0,0,0,0,0,0,0,0
252,2,2023,5,4,105,0,34502215.0,5,9,5,0,0,145,0,54,19,48,36,0,37,5,0,0,1,0,0,0,0,0,0,0,0
253,2,2022,12,22,2651,30,304118600.0,21,55,32,3,0,94,1,89,61,66,17,0,36,16,0,0,0,0,0,0,0,0,0,0,1
254,1,2018,3,29,11087,6,1449799467.0,151,107,801,1,105,134,1,45,17,60,21,0,33,4,0,0,0,1,0,0,0,0,0,0,0
255,1,2023,3,24,373,19,173627354.0,4,72,5,0,5,120,1,62,32,76,0,0,39,4,0,0,0,0,0,0,0,0,0,1,0
256,2,2023,2,2,200,4,90025258.0,8,77,2,1,1,123,0,70,86,68,24,0,11,4,0,0,0,0,0,0,0,0,0,1,0
257,2,2021,12,3,3741,17,652704649.0,156,35,110,19,0,131,1,77,84,71,35,0,15,4,0,1,0,0,0,0,0,0,0,0,0
258,1,2002,1,1,32502,21,1829992958.0,247,54,5567,1,51,171,1,70,6,73,1,0,36,26,0,0,0,0,1,0,0,0,0,0,0
259,2,2002,5,26,7615,14,655466831.0,18,51,1005,0,0,130,0,80,64,76,2,0,20,6,0,0,0,0,0,0,1,0,0,0,0
260,3,2023,3,2,1208,34,146409671.0,10,41,20,0,1,94,1,82,53,67,34,0,9,8,0,0,1,0,0,0,0,0,0,0,0
261,2,2023,4,7,209,4,95816024.0,4,45,11,2,24,89,0,73,44,57,39,0,32,6,0,0,0,0,0,0,0,0,0,1,0
262,1,2023,3,17,1235,9,117206995.0,20,8,15,0,6,87,0,65,71,56,4,0,15,20,0,0,0,0,0,0,0,1,0,0,0
263,2,2023,3,22,654,3,100409613.0,11,3,18,1,1,124,0,72,79,78,55,0,15,30,0,0,1,0,0,0,0,0,0,0,0
264,2,2023,3,27,1479,0,80758350.0,23,0,18,0,33,78,1,71,80,65,51,0,22,32,0,0,0,0,0,0,0,0,0,0,1
265,2,2022,11,1,4942,26,325592432.0,190,104,147,18,63,120,1,70,70,79,7,0,18,10,0,0,0,0,0,0,0,0,0,0,1
266,2,2023,3,31,709,0,58473276.0,8,1,13,0,0,96,0,48,50,80,40,0,37,20,0,0,0,0,0,0,0,0,1,0,0
267,1,2023,3,25,660,0,52722996.0,22,7,11,0,78,106,1,73,22,86,31,0,12,4,0,0,0,0,0,0,0,0,0,1,0
268,1,2021,12,24,489,17,191945597.0,4,11,5,1,2,170,0,78,75,46,62,0,12,35,0,0,0,0,1,0,0,0,0,0,0
269,2,2023,3,24,407,0,77377503.0,16,15,5,0,1,134,0,67,11,76,8,47,30,7,0,0,1,0,0,0,0,0,0,0,0
270,1,2022,5,20,7461,8,743693613.0,166,42,199,16,58,115,1,71,90,73,30,0,11,5,0,1,0,0,0,0,0,0,0,0,0
271,1,2022,12,9,993,4,267789608.0,30,84,88,1,28,130,1,74,79,87,45,0,30,3,0,0,0,0,0,0,0,0,1,0,0
272,1,2022,4,22,3282,12,449701773.0,67,84,46,16,117,110,1,59,22,38,42,0,12,3,0,0,0,0,0,0,0,0,0,1,0
273,1,2023,3,29,596,0,67070410.0,29,9,12,0,52,100,1,72,42,66,18,4,19,4,1,0,0,0,0,0,0,0,0,0,0
274,2,2023,3,14,320,6,116334601.0,5,48,2,1,9,142,0,70,76,79,26,0,11,7,0,0,0,0,0,0,0,0,0,1,0
275,1,2023,2,10,2040,4,165584767.0,81,27,66,9,444,116,1,90,96,73,62,0,9,4,0,0,0,0,0,0,0,0,0,1,0
276,1,2022,5,13,2128,9,367814306.0,37,88,9,0,14,120,1,73,64,85,25,0,61,3,1,0,0,0,0,0,0,0,0,0,0
277,2,2022,4,1,2598,37,477033549.0,28,57,43,8,85,92,0,76,46,79,31,0,7,6,0,0,0,0,0,0,0,1,0,0,0
278,1,2022,10,26,542,2,156214700.0,23,2,21,0,0,110,0,81,64,79,5,0,31,3,0,0,0,0,0,0,0,0,0,0,1
279,1,2022,1,21,2459,20,448843705.0,20,68,50,0,22,120,1,71,57,97,1,0,13,11,0,1,0,0,0,0,0,0,0,0,0
280,2,2022,11,13,2418,26,294352144.0,52,66,55,1,16,115,0,95,43,69,47,0,9,31,0,0,0,0,0,0,0,1,0,0,0
281,1,2014,11,28,7536,7,972164968.0,44,19,135,0,6,76,1,58,46,67,65,0,13,4,0,1,0,0,0,0,0,0,0,0,0
282,1,2017,2,20,10431,7,920045682.0,71,53,181,0,10,172,1,60,77,78,45,0,12,6,0,0,0,0,0,0,0,0,1,0,0
283,1,2016,9,9,15722,16,2420461338.0,231,37,1509,0,13,99,1,40,45,56,69,0,9,5,0,1,0,0,0,0,0,0,0,0,0
284,1,2019,5,10,1640,0,244658767.0,27,27,29,1,1,150,0,90,64,14,67,35,11,10,0,0,0,0,0,0,0,0,0,0,1
285,1,2023,4,7,34,0,68216992.0,0,0,0,0,0,92,0,71,41,31,79,0,10,5,0,1,0,0,0,0,0,0,0,0,0
286,5,2022,12,15,1845,16,223582566.0,20,8,30,2,0,95,1,77,72,87,17,0,7,5,0,0,0,1,0,0,0,0,0,0,0
287,3,2022,7,25,3301,30,471819764.0,72,64,64,6,3,102,0,83,58,83,21,0,10,5,0,0,1,0,0,0,0,0,0,0,0
288,1,2003,3,24,20111,5,1361425037.0,39,0,7341,0,0,110,1,50,24,86,0,0,64,4,1,0,0,0,0,0,0,0,0,0,0
289,2,2023,3,3,615,2,116599790.0,22,82,8,0,9,94,0,68,81,82,53,0,9,13,0,0,1,0,0,0,0,0,0,0,0
290,1,2022,12,2,811,4,148469433.0,11,58,5,0,21,142,1,61,92,91,0,0,26,3,0,0,0,0,0,0,0,0,0,1,0
291,2,2022,8,5,5730,10,497225336.0,108,16,197,3,165,145,0,59,20,74,1,0,15,5,0,0,0,0,0,0,0,0,1,0,0
292,1,2023,3,3,356,4,88791109.0,4,20,0,0,0,121,0,64,67,80,0,0,36,3,0,0,0,0,0,0,0,0,1,0,0
293,1,2023,3,3,604,6,125917280.0,22,101,0,0,66,140,0,66,43,76,49,0,12,3,0,0,0,0,0,1,0,0,0,0,0
294,3,2023,2,23,1190,0,105062254.0,29,3,18,0,19,137,0,84,44,67,8,0,11,6,0,0,0,1,0,0,0,0,0,0,0
295,1,2023,1,31,579,0,95623148.0,11,54,0,0,103,104,1,56,72,85,0,0,15,3,0,0,0,0,0,0,0,0,0,0,1
296,1,2023,2,17,1553,2,144584800.0,61,6,48,0,150,92,1,57,68,76,7,0,33,3,0,0,0,0,0,0,0,1,0,0,0
297,1,2022,12,15,2301,20,298063749.0,49,23,110,0,8,146,0,74,51,45,86,0,21,38,0,0,0,0,1,0,0,0,0,0,0
298,1,2023,1,23,134,4,166570053.0,4,6,0,0,23,120,1,56,20,43,89,0,12,4,0,0,0,0,1,0,0,0,0,0,0
299,1,2023,1,31,430,0,83021468.0,15,17,0,0,0,144,1,68,83,81,9,0,8,4,0,0,0,0,1,0,0,0,0,0,0
300,2,2022,11,5,86,0,139836056.0,11,101,0,0,48,94,1,59,44,56,80,0,6,3,1,0,0,0,0,0,0,0,0,0,0
301,1,2022,10,31,629,14,303216294.0,32,3,9,0,0,94,1,73,65,79,5,2,11,6,0,0,0,0,0,0,0,0,0,0,1
302,2,2022,12,15,1701,15,221409663.0,30,15,34,2,47,113,0,79,66,74,8,0,11,5,0,0,0,0,0,0,0,0,0,1,0
303,2,2023,3,3,329,0,58890931.0,14,35,1,0,0,148,1,50,49,76,12,0,12,3,0,0,0,0,0,0,1,0,0,0,0
304,1,2023,3,3,1168,0,81419389.0,45,11,20,0,21,98,1,70,29,73,12,0,11,26,0,0,0,1,0,0,0,0,0,0,0
305,1,2022,5,31,162,6,156777415.0,1,10,1,0,1,140,1,58,26,38,91,0,10,4,0,0,1,0,0,0,0,0,0,0,0
306,1,2022,12,9,2536,6,284908316.0,59,100,58,13,2,100,1,36,28,28,81,0,18,3,0,0,0,0,0,0,0,0,0,1,0
307,2,2023,2,23,387,11,93438910.0,11,15,14,3,1,140,1,86,68,79,39,0,11,29,0,0,0,0,0,0,0,0,1,0,0
308,1,2022,8,1,892,17,363472647.0,20,119,12,2,7,100,0,59,78,94,27,0,29,23,0,0,0,0,0,0,1,0,0,0,0
309,1,2011,1,1,3909,0,372476382.0,66,26,277,3,734,100,0,59,49,65,2,0,13,3,1,0,0,0,0,0,0,0,0,0,0
310,1,2023,3,3,282,0,56533272.0,6,15,0,0,0,142,1,49,48,67,10,0,26,3,0,0,0,0,1,0,0,0,0,0,0
311,1,2023,1,20,888,22,175399345.0,11,24,7,1,7,176,0,72,96,63,25,0,21,7,0,0,0,0,0,0,1,0,0,0,0
312,1,2022,5,6,968,4,203221468.0,16,53,1,0,61,140,1,53,51,70,49,0,14,3,0,0,0,0,0,0,0,0,1,0,0
313,1,2000,10,24,25065,6,1624165576.0,63,0,6808,2,0,105,0,55,40,90,1,0,32,6,0,0,0,0,0,1,0,0,0,0,0
314,1,2022,12,8,531,4,134294498.0,20,1,71,2,0,135,1,81,97,77,75,0,35,3,0,0,0,0,0,0,0,1,0,0,0
315,1,2022,7,28,242,0,70069745.0,12,2,13,0,4,128,0,82,61,59,30,0,12,4,0,0,0,0,0,0,1,0,0,0,0
316,2,2022,6,3,5281,14,609293408.0,94,21,80,15,38,101,1,74,43,69,12,0,12,7,0,0,0,0,0,0,0,1,0,0,0
317,1,2022,5,6,2590,30,671365962.0,20,64,35,6,0,122,1,88,43,50,7,0,14,5,0,1,0,0,0,0,0,0,0,0,0
318,2,2022,12,23,454,4,93587665.0,6,1,21,0,1,83,1,53,40,36,73,0,11,33,0,0,0,1,0,0,0,0,0,0,0
319,4,2021,9,3,6180,7,1223481149.0,122,88,580,21,10,77,0,72,59,76,24,0,42,28,0,0,1,0,0,0,0,0,0,0,0
320,1,2017,8,25,3600,11,1022258230.0,7,0,203,0,2,140,0,75,18,25,78,0,11,26,0,0,1,0,0,0,0,0,0,0,0
321,2,2022,11,3,1254,6,263453310.0,26,69,73,2,6,158,1,65,72,95,31,0,92,5,0,0,0,1,0,0,0,0,0,0,0
322,2,2019,6,28,6398,31,1435127549.0,177,109,305,3,5,176,1,75,43,65,15,0,11,32,0,0,0,0,0,0,0,0,0,1,0
323,2,2022,10,20,660,15,236857112.0,19,59,18,5,52,98,1,73,88,57,56,0,5,2,0,0,1,0,0,0,0,0,0,0,0
324,1,2023,1,27,1283,0,147538971.0,57,4,48,0,0,107,0,66,47,40,72,0,11,3,0,0,1,0,0,0,0,0,0,0,0
325,1,2020,2,19,8084,6,698086140.0,45,115,218,1,221,109,0,66,16,57,10,1,12,3,0,0,0,0,0,0,0,1,0,0,0
326,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0,109,0,84,72,74,10,0,34,7,0,1,0,0,0,0,0,0,0,0,0
327,1,2020,5,20,685,14,403097450.0,24,94,9,0,23,158,0,60,52,76,17,0,19,5,0,0,0,0,0,0,0,0,1,0,0
328,2,2022,9,29,2460,13,309483971.0,53,7,56,3,1,94,0,74,64,73,6,0,10,6,0,0,0,0,0,0,0,1,0,0,0
329,1,2022,10,12,288,6,319566866.0,11,80,1,0,8,96,0,70,40,51,35,0,10,4,0,0,0,0,0,0,0,0,1,0,0
330,1,2022,5,6,4572,33,909001996.0,74,113,85,9,2,100,0,80,29,67,29,0,12,3,0,0,0,0,0,0,0,1,0,0,0
331,2,2021,9,24,6127,13,1061966512.0,0,0,0,0,0,105,1,58,42,68,1,0,14,4,1,0,0,0,0,0,0,0,0,0,0
332,1,2023,1,27,1838,0,124988687.0,105,41,114,1,59,170,0,56,56,63,13,0,19,27,0,0,0,0,0,0,0,0,1,0,0
333,1,2023,1,27,2098,16,134255790.0,88,24,101,7,451,122,1,64,25,89,0,0,15,9,0,0,0,0,0,0,0,0,0,0,1
334,1,2022,10,17,761,12,301051721.0,23,95,11,0,3,105,0,88,82,80,8,0,11,8,0,1,0,0,0,0,0,0,0,0,0
335,1,2022,11,30,1225,0,156338624.0,27,0,28,13,0,133,1,66,74,84,25,0,21,4,0,0,0,0,0,0,0,1,0,0,0
336,1,2022,10,28,3469,0,309653982.0,71,95,31,0,2,120,0,82,55,45,15,3,9,10,0,0,0,0,0,1,0,0,0,0,0
337,1,2022,10,28,3311,0,297328960.0,129,31,212,1,41,177,1,25,17,30,90,0,13,3,1,0,0,0,0,0,0,0,0,0,0
338,1,2022,9,22,2616,0,332506354.0,113,17,208,0,192,142,0,64,31,72,15,0,9,5,0,0,0,0,1,0,0,0,0,0,0
339,1,2016,11,4,3006,16,480507035.0,47,60,87,12,124,144,0,57,47,84,1,1,52,4,0,0,0,0,0,0,1,0,0,0,0
340,2,2019,4,12,4260,0,1065580332.0,113,92,259,0,1,120,0,65,80,86,9,0,19,10,0,0,1,0,0,0,0,0,0,0,0
341,1,2016,9,27,482,0,122763672.0,9,1,12,4,3,135,1,92,73,51,55,0,15,6,0,0,0,0,1,0,0,0,0,0,0
342,6,2022,12,22,138,4,1365184.0,13,78,2,0,0,105,1,82,62,74,10,0,33,7,0,0,0,0,0,0,0,0,0,1,0
343,2,2022,11,25,1368,0,184308753.0,12,1,11,0,8,108,0,44,38,77,9,0,9,20,0,0,0,0,0,0,0,0,1,0,0
344,2,2022,4,21,4796,9,606361689.0,124,66,212,13,1,174,1,70,57,64,23,0,8,32,0,0,0,0,0,0,0,1,0,0,0
345,3,2023,1,12,658,6,120972253.0,33,7,53,2,0,90,0,68,83,71,3,0,31,8,0,1,0,0,0,0,0,0,0,0,0
346,1,2022,7,21,3009,2,338564981.0,68,89,65,0,25,141,0,41,9,25,84,1,14,4,0,0,0,0,0,0,1,0,0,0,0
347,1,2014,1,1,17492,3,1606986953.0,136,24,1959,0,30,82,1,68,50,49,56,0,8,4,0,0,0,0,0,0,0,1,0,0,0
348,1,2020,3,20,6170,7,1301799902.0,82,1,231,0,2,92,1,47,25,43,62,0,32,3,0,0,0,0,0,0,0,1,0,0,0
349,6,2022,12,12,130,4,140187018.0,21,79,2,0,0,116,0,77,65,80,6,0,15,4,0,0,0,0,0,0,0,0,0,0,1
350,1,2023,1,27,359,0,107642809.0,12,56,13,0,13,125,0,71,83,89,1,0,17,9,0,1,0,0,0,0,0,0,0,0,0
351,3,2022,4,27,5491,14,556585270.0,128,84,75,0,35,83,1,46,34,64,31,0,7,34,0,0,0,1,0,0,0,0,0,0,0
352,1,2019,10,31,27119,0,2303033973.0,532,77,1535,3,8,124,0,79,68,79,1,0,10,8,0,0,1,0,0,0,0,0,0,0,0
353,1,2014,8,8,1776,14,646886885.0,1,9,3,0,0,140,1,58,4,60,7,41,8,3,0,0,0,0,0,0,0,0,0,0,1
354,1,2020,1,10,4057,8,872137015.0,78,21,240,1,52,186,0,41,9,61,2,0,12,5,0,0,0,0,0,0,1,0,0,0,0
355,1,2015,4,22,3045,6,571386359.0,43,53,134,1,32,166,0,40,23,48,5,0,12,3,0,0,0,0,0,0,0,0,0,0,1
356,3,2022,9,9,852,0,174006928.0,14,1,50,0,0,87,1,87,52,52,31,0,28,24,0,0,0,0,0,0,0,0,0,1,0
357,1,2022,8,5,2163,15,284785823.0,72,97,58,0,154,82,1,40,39,64,21,0,7,7,0,0,0,0,0,0,0,0,0,0,1
358,1,2022,12,9,1484,0,163284000.0,22,51,12,0,0,114,0,46,60,28,91,0,21,4,1,0,0,0,0,0,0,0,0,0,0
359,1,2022,11,4,1703,0,246390068.0,38,45,36,16,0,148,1,47,15,52,38,13,29,5,0,0,0,0,0,0,0,0,0,0,1
360,1,2022,7,20,4169,44,482257456.0,57,44,183,1,11,140,1,91,97,57,38,0,40,29,0,0,0,0,0,0,0,0,1,0,0
361,1,2022,10,3,1054,0,168684524.0,9,0,15,0,1,101,1,90,76,81,15,24,33,6,0,0,0,0,0,0,0,0,0,1,0
362,3,2022,1,17,2849,0,78489819.0,39,45,27,0,1,140,0,81,6,84,5,23,6,6,0,0,0,1,0,0,0,0,0,0,0
363,3,2022,12,2,1602,0,195516622.0,12,22,12,0,2,88,0,49,24,66,19,0,18,29,0,0,0,0,0,0,0,0,0,1,0
364,1,2021,6,4,9644,28,1260594497.0,120,86,164,4,0,180,1,64,44,65,28,0,14,12,0,0,0,1,0,0,0,0,0,0,0
365,1,2022,8,12,4827,0,428685680.0,104,17,76,9,2,133,1,95,91,89,6,0,31,24,0,0,0,0,1,0,0,0,0,0,0
366,1,1985,9,16,21811,0,1024858327.0,117,1,676,3,0,108,0,63,20,55,72,0,6,6,0,1,0,0,0,0,0,0,0,0,0
367,1,1973,1,5,168,0,838586769.0,0,0,5,0,0,80,0,39,24,43,39,0,23,3,0,0,0,0,0,0,0,1,0,0,0
368,1,2022,8,11,688,0,199386237.0,14,1,17,0,2,75,0,80,46,62,3,6,11,46,0,0,1,0,0,0,0,0,0,0,0
369,2,2021,7,30,10565,44,972509632.0,238,122,557,17,58,121,0,67,26,64,52,0,17,10,0,0,0,0,0,0,0,0,1,0,0
370,2,2022,9,28,1612,0,213438580.0,34,54,34,0,2,140,0,58,17,62,18,0,20,8,0,0,0,0,1,0,0,0,0,0,0
371,1,2022,10,12,574,4,210038833.0,38,101,26,0,0,102,1,58,29,94,0,0,9,11,0,0,0,1,0,0,0,0,0,0,0
372,1,2022,4,8,2499,0,227918678.0,70,0,49,0,0,82,1,70,31,34,60,1,11,4,1,0,0,0,0,0,0,0,0,0,0
373,1,2020,12,24,10426,2,826623384.0,133,109,182,1,10,121,0,46,53,78,23,0,72,6,0,0,0,1,0,0,0,0,0,0,0
374,2,2020,3,27,15894,8,1802514301.0,198,13,544,0,60,103,0,70,92,83,1,0,7,6,0,0,0,0,0,0,0,0,1,0,0
375,1,2022,9,14,713,7,181831132.0,2,4,6,0,0,85,0,65,36,47,31,0,12,10,0,0,0,0,0,0,0,1,0,0,0
376,2,2022,3,14,7758,28,462791599.0,173,79,175,0,168,125,0,84,70,69,1,0,5,5,0,0,0,1,0,0,0,0,0,0,0
377,1,2022,10,21,2537,2,348647203.0,8,18,20,0,1,120,1,69,40,39,41,0,13,6,0,0,0,0,1,0,0,0,0,0,0
378,3,1930,1,1,323,0,90598517.0,4,0,14,0,0,130,0,65,49,80,22,4,7,5,0,0,0,0,0,0,0,0,1,0,0
379,1,2011,10,14,12353,0,807561936.0,35,0,549,0,0,93,1,35,38,23,91,0,29,3,0,0,0,0,0,0,1,0,0,0,0
380,1,1963,10,14,8879,0,663832097.0,182,107,160,0,1,202,1,24,76,60,77,0,12,4,0,0,0,0,0,0,0,0,0,1,0
